date,Station_No,PM2.5,TSP,O3,CO,NO2,SO2,Temperature,Humidity
05-03-2021 15:00,5,16.29666667,32.46833333,42.46623333,797.043,40.3689,288.2,27.70833333,56.305
05-03-2021 15:00,6,7.805084746,14.16610169,35.00128814,1201.551864,73.55749153,389.8915254,22.35084746,46.73898305
05-03-2021 16:00,1,26.07833333,57.42833333,53.85163333,836.962,87.19933333,292.5666667,27.38666667,56.07666667
05-03-2021 16:00,2,24.93,53.38666667,63.53576667,0.0,48.30466667,314.8366667,27.795,55.41666667
05-03-2021 16:00,3,22.435,48.50166667,45.44345,720.07,50.65716667,265.93,27.595,55.53666667
05-03-2021 16:00,4,20.35666667,41.825,22.70536667,729.429,36.73036667,263.7466667,27.79333333,55.195
05-03-2021 16:00,5,23.62833333,47.73166667,39.52173333,677.859,38.23596667,288.2,27.88166667,54.73666667
05-03-2021 16:00,6,7.485714286,11.99285714,31.17430952,904.5214286,70.08209524,252.6428571,21.99285714,44.71190476
11-03-2021 17:00,1,22.53,52.865,81.75895,1041.905,113.1082,339.29,29.015,57.75333333
11-03-2021 17:00,2,21.31166667,48.055,60.78756667,0.0,51.72363333,341.91,29.34,57.68833333
11-03-2021 17:00,3,12.55454545,29.57272727,82.62445455,1235.596364,81.09709091,335.8363636,24.22727273,60.46363636
11-03-2021 17:00,4,17.17666667,37.60666667,37.52601667,965.123,34.3465,328.3733333,29.28666667,57.54166667
11-03-2021 17:00,5,19.83,41.82666667,64.15738333,705.363,50.5317,314.8366667,29.20666667,57.22166667
11-03-2021 17:00,6,13.76666667,29.54,53.91706667,1290.396,107.0230667,349.3333333,23.72,60.24
12-03-2021 10:00,1,37.09666667,89.38833333,83.39478333,1560.852,74.18216667,365.49,30.235,56.02166667
12-03-2021 10:00,2,35.31666667,65.78666667,67.78893333,0.0,32.96636667,417.0166667,30.03833333,56.51
12-03-2021 10:00,3,12.8,37.84444444,0.0,10613.23333,0.0,335.8363636,22.45555556,48.93333333
12-03-2021 10:00,4,27.23166667,61.33833333,46.88298333,1542.707,18.22403333,394.31,30.06666667,56.13833333
12-03-2021 10:00,5,32.96666667,73.66666667,63.4049,1290.969,40.5571,417.0166667,30.38666667,55.635
12-03-2021 10:00,6,14.59230769,40.33846154,0.453,21092.57077,4.198307692,349.3333333,23.31538462,51.53846154
26-03-2021 16:00,1,19.62333333,58.58166667,95.63081667,772.213,106.7094,370.2933333,32.845,52.90166667
26-03-2021 16:00,2,14.725,42.29545455,17.44393182,0.0,6.244818182,417.0166667,32.80909091,53.59318182
26-03-2021 16:00,3,16.56833333,49.98166667,59.44618333,1435.556,6.994766667,604.7833333,33.84166667,51.95333333
26-03-2021 16:00,4,23.23333333,90.73,71.8458,1099.205,30.36293333,489.0666667,33.46,53.62833333
26-03-2021 16:00,5,15.835,42.45166667,133.6475833,1935.594,66.96783333,638.8433333,33.16333333,54.21166667
26-03-2021 16:00,6,60.64745763,145.9762712,87.40340678,2543.731525,77.70427119,349.3333333,33.82033898,51.98983051
26-03-2021 17:00,1,18.42666667,51.22166667,91.96655,687.6,124.5256667,334.4866667,31.60166667,55.78833333
26-03-2021 17:00,2,15.795,43.73833333,72.46741667,0.0,30.64523333,654.1266667,31.44833333,58.77666667
26-03-2021 17:00,3,17.55666667,55.25166667,73.84151667,1950.683,32.58996667,611.77,32.46166667,55.88166667
26-03-2021 17:00,4,23.94333333,81.055,55.09486667,1002.177,30.55113333,394.7466667,32.37333333,53.41666667
26-03-2021 17:00,5,16.28166667,42.06833333,115.0645167,2417.678,71.516,674.65,32.06166667,57.39166667
26-03-2021 17:00,6,103.68,237.3016667,93.76596667,2776.758,100.3419667,349.3333333,32.42666667,56.24
26-03-2021 18:00,1,17.56829268,44.19512195,89.05317073,660.2078049,123.3857561,310.5658537,30.6902439,58.69268293
26-03-2021 18:00,2,17.70238095,45.3047619,107.3574048,0.0,54.21952381,515.2666667,30.51428571,62.53809524
26-03-2021 18:00,3,16.11818182,48.85227273,67.94656818,1710.144545,42.00281818,517.45,31.60227273,56.02954545
26-03-2021 18:00,4,22.05128205,59.17179487,68.95666667,1160.398462,48.98025641,392.3282051,31.4025641,57.05384615
26-03-2021 18:00,5,15.0225,38.6625,95.30365,1715.562,64.69375,533.825,31.34,57.07
26-03-2021 18:00,6,105.1714286,235.5357143,88.70890476,2152.024286,106.2881905,693.6761905,31.76190476,57.30238095
09-04-2021 16:00,1,33.37166667,80.82166667,170.781,989.189,177.2530333,233.18,30.73833333,69.275
09-04-2021 16:00,2,30.06166667,59.40666667,110.2551667,0.0,47.26956667,368.5466667,30.0,71.30333333
09-04-2021 16:00,3,45.16,0.0,45.9342,2697.684,30.4884,517.45,30.04,70.38
09-04-2021 16:00,4,40.66727273,102.7145455,108.0363818,1358.947636,57.69185455,386.8072727,27.89636364,92.57636364
09-04-2021 16:00,5,26.465,64.19666667,132.2734833,1799.029,65.1172,472.0366667,29.99833333,73.435
09-04-2021 16:00,6,28.80833333,68.41333333,111.6947,1393.536,89.61456667,383.3933333,30.11833333,70.85166667
09-04-2021 17:00,1,32.78833333,82.67166667,152.0670667,1152.303,161.3815,239.73,29.68666667,69.04
09-04-2021 17:00,2,26.82166667,55.96166667,131.4555667,0.0,61.7296,399.55,28.83166667,76.44333333
09-04-2021 17:00,3,48.665,0.0,102.8939167,1398.502,68.5048,391.69,29.53333333,73.72333333
09-04-2021 17:00,4,39.895,97.39,84.17998333,1070.555,48.14783333,286.89,22.435,34.89166667
09-04-2021 17:00,5,25.81,59.60666667,127.2351167,2988.195,68.25386667,694.3,29.75333333,72.32166667
09-04-2021 17:00,6,28.09333333,67.40833333,107.7359833,1815.837,102.3180667,470.29,29.555,74.34666667
09-04-2021 18:00,1,29.15333333,71.93666667,143.59345,1023.378,142.3419333,214.84,29.15666667,70.95
09-04-2021 18:00,2,24.87,51.425,140.4199333,0.0,74.93496667,320.0766667,27.37,83.25166667
09-04-2021 18:00,3,43.24,0.0,105.9365667,1324.012,73.14706667,347.5866667,26.81,87.37333333
09-04-2021 18:00,4,45.095,108.5616667,91.44308333,1144.281,60.09853333,272.9166667,22.01333333,32.04333333
09-04-2021 18:00,5,20.56333333,44.14666667,157.6943333,2257.62,91.02606667,501.2933333,27.09166667,86.14333333
09-04-2021 18:00,6,29.09333333,79.26166667,121.41155,1555.504,116.5899,382.0833333,27.41166667,83.5
09-04-2021 19:00,1,32.46166667,81.62833333,131.7173,999.312,143.0633667,206.5433333,28.82333333,71.52333333
09-04-2021 19:00,2,20.62833333,44.46833333,169.2760333,0.0,84.47043333,234.49,25.52,88.07166667
09-04-2021 19:00,3,37.41,0.0,139.3075667,1342.73,100.8752,282.96,25.09333333,92.10833333
09-04-2021 19:00,4,41.81833333,105.5883333,88.89118333,1291.542,65.36813333,283.8333333,27.95166667,81.91333333
09-04-2021 19:00,5,24.00333333,51.73166667,144.4113667,2953.242,98.0522,600.4166667,27.26,84.04833333
09-04-2021 19:00,6,23.79166667,48.57833333,122.0331667,1516.54,127.7564333,338.4166667,27.07333333,83.02166667
09-04-2021 20:00,1,31.76666667,78.66333333,134.1383333,959.393,155.0454333,192.57,28.445,74.1
09-04-2021 20:00,2,23.87333333,48.89333333,147.4540167,0.0,87.513,305.23,26.67833333,86.84333333
09-04-2021 20:00,3,43.71833333,0.0,124.0943167,1945.526,104.2628,402.17,26.32833333,89.14166667
09-04-2021 20:00,4,41.16833333,103.1,89.02205,1019.94,66.4346,234.0533333,28.17666667,80.32333333
09-04-2021 20:00,5,25.36333333,59.95666667,128.0530333,2885.819,91.8416,599.1066667,27.70166667,83.24666667
09-04-2021 20:00,6,29.065,68.77333333,109.6008333,3205.171,140.8990667,665.0433333,27.52833333,83.905
09-04-2021 21:00,1,32.34666667,79.39333333,134.2692,975.246,163.3576,197.81,28.08166667,77.07333333
09-04-2021 21:00,2,24.74833333,51.01333333,120.43005,0.0,80.20456667,339.7266667,27.02166667,86.56833333
09-04-2021 21:00,3,49.47833333,0.0,116.6676333,2171.479,108.5286667,450.2033333,26.655,90.08166667
09-04-2021 21:00,4,39.47166667,99.44333333,83.68923333,1092.711,65.36813333,244.97,28.01166667,80.69333333
09-04-2021 21:00,5,26.41166667,63.68666667,107.0489333,2122.201,77.31883333,480.77,28.06166667,79.72166667
09-04-2021 21:00,6,30.55833333,80.11833333,97.23393333,3413.361,132.5555333,665.0433333,27.88,82.585
09-04-2021 22:00,1,30.64,74.82,135.2179833,863.129,171.5756667,173.3566667,27.87166667,79.23
09-04-2021 22:00,2,29.02333333,59.64,116.2096,0.0,85.5369,352.39,27.125,86.67333333
09-04-2021 22:00,3,52.08666667,0.0,103.9081333,2085.147,103.1649667,448.8933333,27.29333333,87.445
09-04-2021 22:00,4,39.53833333,99.89333333,81.59536667,1060.05,69.50853333,233.6166667,27.885,81.33333333
09-04-2021 22:00,5,27.05166667,63.89166667,103.0902167,1546.718,74.7154,375.5333333,28.09333333,78.8
09-04-2021 22:00,6,30.24666667,77.35,90.72331667,2308.617,125.6862333,501.73,28.01166667,81.33666667
09-04-2021 23:00,1,30.75666667,79.18666667,130.8666667,851.287,179.0723,157.6366667,27.78166667,80.57166667
09-04-2021 23:00,2,36.17931034,67.31206897,108.3372931,0.0,80.34193103,299.9448276,27.2137931,86.23275862
09-04-2021 23:00,3,48.15166667,0.0,85.94668333,1374.054,88.20306667,335.7966667,27.455,85.78166667
09-04-2021 23:00,4,39.55833333,98.91833333,82.51143333,837.153,74.9977,194.7533333,27.84333333,81.83333333
09-04-2021 23:00,5,24.97166667,58.455,106.68905,1152.112,73.83713333,317.8933333,28.16833333,79.10166667
09-04-2021 23:00,6,27.78333333,69.415,87.51708333,1309.878,112.7004333,324.4433333,28.05333333,80.41
10-04-2021 00:00,1,30.01166667,74.13666667,121.21525,777.943,152.4733667,157.2,27.875,80.58666667
10-04-2021 00:00,2,36.92833333,68.55833333,107.27795,0.0,80.04773333,265.4933333,27.21166667,86.81333333
10-04-2021 00:00,3,44.49,0.0,75.44463333,712.621,73.61756667,229.25,27.66833333,83.87666667
10-04-2021 00:00,4,37.495,93.49,80.22126667,602.605,61.6355,172.4833333,27.77,82.21833333
10-04-2021 00:00,5,23.25833333,53.07833333,101.4871,720.834,66.49733333,260.69,28.11666667,80.07833333
10-04-2021 00:00,6,27.29833333,67.15,84.89975,924.631,106.5839333,254.5766667,27.94333333,81.53166667
10-04-2021 01:00,1,28.51166667,69.9,125.0431,738.979,154.3553667,157.2,27.62666667,82.32
10-04-2021 01:00,2,29.73833333,60.195,92.68631667,0.0,79.45176667,293.8766667,27.14166667,88.075
10-04-2021 01:00,3,53.22333333,0.0,89.18563333,803.728,86.79156667,230.1233333,26.92333333,88.54333333
10-04-2021 01:00,4,38.765,98.48833333,80.81016667,593.819,61.9178,165.4966667,27.52666667,83.93833333
10-04-2021 01:00,5,23.785,54.84166667,101.8797,774.314,69.4458,287.3266667,27.99833333,81.22166667
10-04-2021 01:00,6,26.64833333,62.42333333,86.92818333,630.109,108.1209,194.3166667,27.83333333,82.79666667
10-04-2021 02:00,1,28.68,69.53333333,120.0701667,747.383,147.6742667,157.6366667,27.38666667,83.18833333
10-04-2021 02:00,2,28.58666667,59.01,91.4758,0.0,79.01263333,304.7933333,26.81,89.37333333
10-04-2021 02:00,3,72.58333333,0.0,94.71475,1189.93,99.9342,286.4533333,26.47833333,91.73
10-04-2021 02:00,4,39.05666667,98.35666667,77.80023333,556.192,58.93796667,157.6366667,27.465,83.68833333
10-04-2021 02:00,5,23.55333333,53.93,101.0617833,922.912,68.09703333,348.0233333,27.79166667,82.64166667
10-04-2021 02:00,6,26.63448276,63.94137931,84.91667241,632.8686207,108.1501034,191.0793103,27.63793103,84.02068966
10-04-2021 03:00,1,32.49666667,79.33166667,116.0460167,764.955,148.4584333,164.1866667,27.16333333,83.715
10-04-2021 03:00,2,30.79666667,60.55833333,93.30793333,0.0,80.11046667,305.23,26.63666667,90.14166667
10-04-2021 03:00,3,127.6616667,0.0,75.9681,1218.771,89.80276667,309.16,27.36833333,88.44333333
10-04-2021 03:00,4,38.81833333,98.67333333,72.53285,530.216,58.1538,151.5233333,27.27166667,83.03166667
10-04-2021 03:00,5,24.43833333,58.82833333,101.9451333,689.51,70.92003333,264.62,27.66833333,81.90333333
10-04-2021 03:00,6,28.02166667,74.345,86.60101667,1117.923,122.4241,272.48,27.47333333,84.29333333
10-04-2021 04:00,1,31.11833333,76.53,114.7046333,793.414,155.7668667,158.51,27.01,84.555
10-04-2021 04:00,2,28.45166667,58.625,99.78583333,0.0,80.61233333,327.0633333,26.71,89.435
10-04-2021 04:00,3,162.6933333,0.0,48.2898,1226.22,68.75573333,341.91,27.675,86.65
10-04-2021 04:00,4,41.97333333,110.22,79.82866667,611.2,76.4092,146.72,27.095,84.11
10-04-2021 04:00,5,24.045,55.54666667,105.2168,505.577,76.5974,204.7966667,27.45666667,82.33166667
10-04-2021 04:00,6,27.605,66.4,79.79595,871.151,107.6817667,230.1233333,27.80833333,81.40166667
10-04-2021 05:00,1,39.04666667,104.0966667,115.6534167,978.302,179.0095667,187.7666667,26.56166667,87.81666667
10-04-2021 05:00,2,27.09166667,55.94166667,93.96226667,0.0,73.24116667,339.29,26.96833333,84.69833333
10-04-2021 05:00,3,76.53,0.0,74.594,1442.05,84.4077,359.3766667,26.94833333,87.74666667
10-04-2021 05:00,4,47.22833333,127.4433333,78.61815,810.031,70.4809,191.6966667,26.93166667,84.40333333
10-04-2021 05:00,5,26.41,66.02833333,104.7587667,676.14,80.29866667,241.9133333,27.35166667,82.14666667
10-04-2021 05:00,6,33.10833333,90.10666667,86.01211667,1999.961,127.4741333,461.5566667,27.33333333,83.125
10-04-2021 06:00,1,49.66833333,138.9216667,113.3959667,1801.13,179.0723,342.3466667,26.45,89.42333333
10-04-2021 06:00,2,32.125,63.49666667,96.21971667,0.0,78.1971,564.61,27.91166667,79.53
10-04-2021 06:00,3,97.235,0.0,61.47461667,2203.949,77.50703333,519.1966667,27.875,85.39333333
10-04-2021 06:00,4,50.32,132.8983333,79.01075,1398.12,69.47716667,299.5533333,27.10833333,84.36
10-04-2021 06:00,5,26.38166667,65.25333333,97.03763333,1177.133,70.07313333,327.0633333,27.51,80.135
10-04-2021 06:00,6,33.06666667,89.34333333,85.03061667,4073.839,127.7878,519.4434783,27.68333333,80.51666667
10-04-2021 07:00,1,62.20166667,162.48,108.7502,1957.941,153.5084667,373.35,26.95166667,87.49833333
10-04-2021 07:00,2,33.655,63.86833333,80.6793,0.0,54.51526667,482.5166667,29.1,73.15833333
10-04-2021 07:00,3,102.2116667,0.0,72.79458333,2088.012,72.9275,515.7033333,28.60833333,80.85
10-04-2021 07:00,4,71.96833333,189.545,80.71201667,1568.301,65.08583333,338.4166667,27.99333333,81.68333333
10-04-2021 07:00,5,34.14666667,84.47333333,98.67346667,1224.501,63.92526667,340.6,28.20333333,78.68666667
10-04-2021 07:00,6,39.64666667,105.005,88.46586667,4839.749,125.0275333,379.9,28.445,78.33166667
10-04-2021 08:00,1,57.19,139.3183333,103.35195,1406.142,100.5615333,273.3533333,28.69666667,78.715
10-04-2021 08:00,2,41.73166667,74.97,91.01776667,0.0,49.27703333,457.19,30.35,69.08333333
10-04-2021 08:00,3,137.815,0.0,84.2127,1829.971,66.2464,474.6566667,29.78166667,75.98
10-04-2021 08:00,4,79.39333333,198.875,78.94531667,1593.322,46.54813333,349.77,29.05166667,77.46
10-04-2021 08:00,5,52.98,132.2833333,117.48555,1843.532,61.98053333,446.2733333,29.33333333,75.055
10-04-2021 08:00,6,58.06,151.565,106.5909,4882.533,128.9483667,379.9,29.12166667,76.685
10-04-2021 09:00,1,61.1,155.055,131.61915,1285.621,74.30763333,241.9133333,30.23166667,72.29333333
10-04-2021 09:00,2,50.01833333,84.96166667,85.09605,0.0,21.1725,465.9233333,31.80166667,63.16
10-04-2021 09:00,3,104.4733333,0.0,56.76341667,1065.398,22.3017,375.5333333,31.84666667,64.71666667
10-04-2021 09:00,4,63.99833333,157.0933333,79.17433333,1262.51,17.62806667,310.0333333,30.78666667,68.705
10-04-2021 09:00,5,63.62333333,154.6783333,121.8695833,1434.983,38.7692,401.7333333,31.28666667,66.59333333
10-04-2021 09:00,6,61.875,158.4866667,111.3021,3609.327,98.0522,389.8915254,30.62333333,69.55666667
10-04-2021 10:00,1,56.6,141.87,127.7585833,1039.231,27.50856667,215.7133333,31.91666667,64.22666667
10-04-2021 10:00,2,51.87166667,88.35833333,124.3233333,0.0,23.08586667,422.6933333,32.86166667,57.785
10-04-2021 10:00,3,116.69,0.0,75.60821667,1068.263,9.2218,402.6066667,32.925,61.37666667
10-04-2021 10:00,4,62.79666667,158.0766667,102.8939167,1022.041,7.9044,270.2966667,31.59,64.79666667
10-04-2021 10:00,5,56.495,150.6983333,100.60375,1224.883,3.795366667,465.4866667,33.355,57.53333333
10-04-2021 10:00,6,57.11166667,152.9733333,134.5309333,3522.422,93.3472,252.6428571,31.275,65.93666667
10-04-2021 11:00,1,39.995,99.62333333,117.87815,862.174,28.29273333,212.6566667,32.72166667,57.76166667
10-04-2021 11:00,2,41.655,74.53,90.13441667,0.0,1.7879,457.19,34.70333333,48.28
10-04-2021 11:00,3,94.84333333,0.0,63.73206667,861.792,1.160566667,385.5766667,33.49166667,55.885
10-04-2021 11:00,4,57.205,144.6083333,110.0588667,917.182,9.159066667,265.93,31.92333333,63.10333333
10-04-2021 11:00,5,48.015,118.3466667,103.4828167,1576.705,3.795366667,593.43,34.61,52.09833333
10-04-2021 11:00,6,55.515,144.7516667,134.9235333,2809.992,73.80576667,680.3266667,32.60666667,60.04
10-04-2021 12:00,1,35.84,87.57833333,115.2935333,802.009,31.39803333,216.5866667,33.13,54.08166667
10-04-2021 12:00,2,41.47833333,74.76,120.4954833,0.0,2.666166667,419.6366667,34.58166667,48.285
10-04-2021 12:00,3,82.08333333,0.0,90.46158333,723.508,2.697533333,387.76,34.1,53.24833333
10-04-2021 12:00,4,45.47166667,112.2516667,88.59673333,766.865,0.909633333,279.03,33.13833333,56.28166667
10-04-2021 12:00,5,42.59166667,101.7783333,152.3615167,1457.521,17.18893333,532.2966667,34.10833333,51.80166667
10-04-2021 12:00,6,50.10666667,127.8233333,81.0719,2320.268,13.76996667,680.3266667,34.94166667,51.6
10-04-2021 13:00,1,35.08,87.43166667,113.854,730.957,25.06196667,237.5466667,34.645,50.00833333
10-04-2021 13:00,2,37.82833333,70.87833333,135.2507,0.0,10.1628,413.96,34.48,47.54833333
10-04-2021 13:00,3,71.05166667,0.0,72.72915,666.972,3.6699,392.1266667,34.11333333,51.87333333
10-04-2021 13:00,4,41.65333333,103.0783333,81.62808333,704.026,1.5056,297.8066667,34.23666667,52.28833333
10-04-2021 13:00,5,36.425,90.565,152.9831333,840.973,23.46226667,389.9433333,34.38,48.66333333
10-04-2021 13:00,6,44.32166667,110.265,87.1572,1669.149,8.1867,637.0966667,34.995,49.13
10-04-2021 14:00,1,31.99166667,78.11833333,93.99498333,645.962,2.227033333,253.2666667,35.74,43.86666667
10-04-2021 14:00,2,36.46833333,68.65833333,157.8579167,0.0,15.96563333,411.34,34.01,50.64
10-04-2021 14:00,3,66.17666667,0.0,59.51161667,605.088,2.132933333,432.3,35.55,46.87
10-04-2021 14:00,4,39.185,96.99166667,73.67793333,669.073,1.286033333,324.0066667,34.95333333,49.29166667
10-04-2021 14:00,5,34.24,83.78333333,160.7697,1129.574,39.58473333,430.99,34.16833333,50.69666667
10-04-2021 14:00,6,41.21666667,104.4516667,75.08475,1500.496,2.383866667,637.0966667,35.43333333,48.40166667
10-04-2021 15:00,1,31.68,80.74,185.60165,819.199,121.5772,256.3233333,33.62166667,54.73333333
10-04-2021 15:00,2,29.47666667,58.495,155.4696,0.0,49.52796667,413.0866667,33.51333333,56.70833333
10-04-2021 15:00,3,57.59166667,0.0,92.16285,733.631,11.0097,440.5966667,33.87166667,55.59833333
10-04-2021 15:00,4,34.99,91.10166667,98.28086667,791.886,14.115,340.6,34.04833333,55.80833333
10-04-2021 15:00,5,30.48166667,74.23333333,168.71985,1064.443,54.07613333,392.1266667,33.34166667,56.30666667
10-04-2021 15:00,6,34.48666667,85.02833333,117.68185,1055.657,47.01863333,524.0,34.16666667,54.48333333
10-04-2021 16:00,1,25.8,64.64166667,189.8875333,935.327,146.0432,238.8566667,30.73666667,63.74833333
10-04-2021 16:00,2,25.83018868,56.09245283,119.7800377,0.0,42.93090566,395.4716981,32.20943396,59.81698113
10-04-2021 16:00,3,48.32413793,0.0,104.6143621,972.7168966,45.46003448,401.1310345,32.81551724,59.20172414
10-04-2021 16:00,4,33.18166667,83.07333333,104.4643167,893.116,39.6161,313.9633333,31.62,63.46
10-04-2021 16:00,5,25.525,61.31,137.0828333,1294.789,60.1299,455.4433333,31.61666667,64.24166667
10-04-2021 16:00,6,29.74333333,74.67333333,110.2878833,1346.359,75.53093333,524.8733333,32.64333333,58.54833333
10-04-2021 17:00,1,28.76,73.35,178.92745,1194.705,180.1387667,286.4533333,29.80333333,71.11
10-04-2021 17:00,2,25.52333333,58.84,154.0300667,0.0,72.8334,374.66,30.50333333,65.88666667
10-04-2021 17:00,3,43.61,0.0,111.7274167,1296.317,68.47343333,409.5933333,30.84333333,66.05
10-04-2021 17:00,4,38.91833333,94.33166667,119.5139833,1335.854,84.28223333,339.7266667,30.35833333,70.47833333
10-04-2021 17:00,5,22.77666667,54.225,158.51225,2022.499,95.3233,498.2366667,30.215,70.75
10-04-2021 17:00,6,27.14333333,70.60166667,133.3204167,2899.38,139.2052667,524.8733333,30.51666667,69.17666667
10-04-2021 18:00,1,26.33833333,60.9,178.2076833,1312.934,188.3254667,279.9033333,27.65833333,83.29166667
10-04-2021 18:00,2,24.02833333,51.99166667,141.5650167,0.0,84.90956667,367.6733333,29.95333333,69.775
10-04-2021 18:00,3,47.22666667,0.0,113.1342333,1475.475,82.08656667,421.3833333,30.03166667,71.135
10-04-2021 18:00,4,40.945,104.5433333,100.0802833,1614.714,77.22473333,389.5066667,30.01166667,71.78
10-04-2021 18:00,5,24.30666667,57.57333333,121.3461167,1733.134,79.76543333,457.6266667,30.36,69.55666667
10-04-2021 18:00,6,28.985,73.96666667,110.1243,2610.397,126.9095333,660.6766667,30.80833333,67.75333333
10-04-2021 19:00,1,26.20666667,62.09166667,149.87505,1762.93,175.4651333,341.91,27.44833333,83.51833333
10-04-2021 19:00,2,25.18,54.14166667,119.5794167,0.0,85.5369,406.5366667,29.875,70.26333333
10-04-2021 19:00,3,48.69,0.0,120.9208,1613.377,96.67206667,405.6633333,28.095,82.41
10-04-2021 19:00,4,43.28,108.76,106.2310167,2239.475,92.81396667,470.29,29.00166667,78.14666667
10-04-2021 19:00,5,23.42166667,53.53166667,106.002,1220.49,67.62653333,367.2366667,29.99666667,68.19833333
10-04-2021 19:00,6,30.31166667,73.04166667,87.5498,2036.442,103.51,544.0866667,30.85666667,65.15666667
10-04-2021 20:00,1,27.13666667,71.0,148.30465,1729.696,170.7601333,316.5833333,26.59333333,85.23333333
10-04-2021 20:00,2,22.26166667,49.12166667,113.4286833,0.0,78.2912,309.5966667,29.44,69.735
10-04-2021 20:00,3,38.92,0.0,91.6721,1234.815,74.21353333,317.02,27.73666667,80.85166667
10-04-2021 20:00,4,46.29,116.78,110.3860333,2217.701,93.66086667,454.1333333,27.73666667,82.05666667
10-04-2021 20:00,5,27.60166667,66.07166667,127.4314167,2099.663,88.95586667,510.4633333,29.24166667,74.105
10-04-2021 20:00,6,31.12166667,71.39666667,111.4984,2083.046,133.9356667,524.0,28.77166667,75.85
10-04-2021 21:00,1,25.39666667,66.16666667,128.3802,1703.529,162.5420667,318.7666667,26.85833333,83.48833333
10-04-2021 21:00,2,24.52881356,52.42542373,116.8484068,0.0,85.61505085,347.7050847,29.01016949,73.01525424
10-04-2021 21:00,3,37.98,0.0,76.22983333,1211.322,66.7169,295.1866667,28.09166667,77.46
10-04-2021 21:00,4,42.26666667,107.1245614,104.7622105,2250.181053,90.73221053,437.5859649,27.65438596,81.28421053
10-04-2021 21:00,5,27.42666667,66.665,124.1270333,2645.35,92.7826,586.0066667,28.90666667,75.92333333
10-04-2021 21:00,6,31.70666667,86.51833333,114.5083333,3536.938,153.4457333,524.0,28.61333333,77.0
10-04-2021 22:00,1,25.0,65.01166667,124.4869167,1366.605,168.1880667,258.5066667,27.04666667,82.465
10-04-2021 22:00,2,23.55333333,52.29833333,119.8084333,0.0,89.6773,289.51,28.57666667,75.13666667
10-04-2021 22:00,3,47.20333333,0.0,88.04055,1777.637,87.95213333,395.1833333,28.59333333,76.11
10-04-2021 22:00,4,37.18387097,94.46129032,90.55129032,1290.913548,86.26845161,286.5096774,28.30967742,78.35483871
10-04-2021 22:00,5,25.12833333,59.03833333,106.7544833,1402.131,79.7968,385.14,28.8,75.48166667
10-04-2021 22:00,6,28.14,78.27166667,85.55408333,2122.392,113.2336667,520.07,29.11,73.46333333
10-04-2021 23:00,1,29.70166667,80.825,114.1811667,1521.697,179.7937333,276.41,27.30333333,82.50666667
10-04-2021 23:00,2,21.11034483,48.87241379,108.2696034,0.0,83.81389655,246.6413793,28.28965517,76.29137931
10-04-2021 23:00,3,37.67333333,0.0,61.37646667,798.38,61.98053333,249.3366667,28.985,73.31833333
10-04-2021 23:00,4,36.445,89.16333333,66.38211667,912.598,57.18143333,240.6033333,28.25,77.15
10-04-2021 23:00,5,21.50333333,49.22833333,96.05613333,869.432,67.752,292.5666667,28.60333333,74.69166667
10-04-2021 23:00,6,22.72333333,51.625,77.86566667,823.592,95.95063333,277.72,29.34833333,71.74833333
11-04-2021 00:00,1,33.61166667,84.76833333,103.6136833,1178.852,160.3777667,237.9833333,27.16166667,83.16166667
11-04-2021 00:00,2,17.73666667,42.92,92.22828333,0.0,68.3166,219.6433333,28.235,73.91
11-04-2021 00:00,3,35.01166667,0.0,55.29116667,624.57,56.11496667,217.0233333,28.82333333,72.53666667
11-04-2021 00:00,4,33.205,80.79166667,66.90558333,757.506,61.13363333,209.6,27.97,76.70333333
11-04-2021 00:00,5,21.18,47.74666667,96.67775,536.901,69.32033333,241.04,28.28166667,74.825
11-04-2021 00:00,6,22.32,52.06333333,75.60821667,715.104,97.14256667,244.5333333,29.12666667,71.19833333
11-04-2021 01:00,1,30.17166667,76.94333333,95.23821667,1007.716,148.1761333,218.3333333,27.285,81.575
11-04-2021 01:00,2,17.08666667,42.17666667,93.66781667,0.0,68.5989,203.4866667,28.04,73.79833333
11-04-2021 01:00,3,34.29666667,0.0,64.84443333,564.978,64.7408,198.6833333,28.64666667,72.51333333
11-04-2021 01:00,4,30.16833333,73.43166667,66.9383,656.467,59.12616667,193.0066667,28.01333333,75.86833333
11-04-2021 01:00,5,21.835,50.36333333,93.86411667,502.33,68.1284,233.6166667,28.2,74.52166667
11-04-2021 01:00,6,22.69166667,52.08,77.47306667,653.411,104.4196333,225.7566667,29.01333333,71.15166667
11-04-2021 02:00,1,31.62,77.14333333,89.87268333,899.61,139.2052667,217.46,27.14166667,79.095
11-04-2021 02:00,2,21.21666667,48.21333333,97.88826667,0.0,75.71913333,210.91,27.69833333,74.81
11-04-2021 02:00,3,31.24666667,0.0,69.91551667,526.969,67.59516667,183.8366667,28.43333333,71.72166667
11-04-2021 02:00,4,27.71833333,65.83166667,63.83021667,585.988,52.66463333,182.09,27.83833333,75.22
11-04-2021 02:00,5,19.79166667,44.85833333,92.19556667,454.389,69.03803333,224.01,27.93833333,74.78
11-04-2021 02:00,6,21.36551724,47.66034483,74.89860345,590.5851724,99.48641379,209.1482759,28.87068966,70.48965517
11-04-2021 03:00,1,32.5,83.775,104.4316,1000.076,164.4240667,225.32,26.545,82.58
